H99 ID,H99 Standard Name,H99 alias,H99 alias PMID,PMID used H99,Description H99,JEC21 ID,JEC21 Standard name,JEC21 alias,JEC21 alias PMID,PMID used JEC21,Description JEC21,B3501A ID,B3501A Standard name,B3501A alias,B3501A alias PMID,PMID used B3501A,Description B3501A,WM276_ID,WM276 Standard name,WM276 alias,WM276 alias PMID,PMID used WM276,Description WM276,R265_ID,R265 Standard name,R265 alias,R265 alias PMID,R265 PMID,Description R265,Description H99,Description non-H99,Synteny checked?,Update from Supplement,Curator Comment for FungiDB,H99 Genbank description,AHRD description,Top Sc hit,Sc Name,Sc eval,Sc hit % ID,H99 query length
CNAG_01455,RPL39alpha,,,12455690,large subunit ribosomal protein L39,CND05700,RPL39alpha,,,12455690,large subunit ribosomal protein L39,CNBD0680,RPL39alpha,,,12455690,large subunit ribosomal protein L39,CGB_I1190C,RPL39alpha,,,12455690,large subunit ribosomal protein L39,CNBG_5859,RPL39alpha,,,12455690,large subunit ribosomal protein L39,large subunit ribosomal protein L39,large subunit ribosomal protein L39,yes,,,large subunit ribosomal protein L39,60S ribosomal protein L39,YJL189W,RPL39,1.7000000000000000138e-15,66.67,51
CNAG_00034,RPL9B,,,17114598,large subunit ribosomal protein L9,CNA00250,RPL9B,,,17114598,large subunit ribosomal protein L9,CNBA0250,RPL9B,,,17114598,large subunit ribosomal protein L9,CGB_B0250W,RPL9B,,,17114598,large subunit ribosomal protein L9,CNBG_0519,RPL9B,,,17114598,large subunit ribosomal protein L9,large subunit ribosomal protein L9,large subunit ribosomal protein L9,yes,,,large subunit ribosomal protein L9e,50S ribosomal protein L6,YNL067W,RPL9B,1.5000000000000001361e-42,53.89,193
CNAG_07028,RPN11,,,22719877,26s proteasome lid component,CNA02100,RPN11,,,22719877,26s proteasome lid component,CNBA2000,RPN11,,,22719877,26s proteasome lid component,CGB_B2480C,RPN11,,,22719877,26s proteasome lid component,CNBG_0342,RPN11,,,22719877,26s proteasome lid component,26s proteasome lid component,26s proteasome lid component,yes,,,26S proteasome regulatory subunit N11,Eukaryotic translation initiation factor 3 subunit H,YFR004W,RPN11,6.6000000000000004477e-82,66.34,306
CNAG_06733,RPN14,,,21602483,19s proteasome regulatory particle base assembly chaperone,CNB00690,RPN14,,,21602483,19s proteasome regulatory particle base assembly chaperone,CNBB5010,RPN14,,,21602483,19s proteasome regulatory particle base assembly chaperone,CGB_B9060W,RPN14,,,21602483,19s proteasome regulatory particle base assembly chaperone,CNBG_6114,RPN14,,,21602483,19s proteasome regulatory particle base assembly chaperone,19s proteasome regulatory particle base assembly chaperone,19s proteasome regulatory particle base assembly chaperone,yes,,,hypothetical protein,Lissencephaly-1 homolog,YGL004C,RPN14,.0000000042999999999999996267,35.24,105
CNAG_01083,RPN5,,,21602483,26s proteasome regulatory subunit,CND02110,RPN5,,,21602483,26s proteasome regulatory subunit,CNBD4250,RPN5,,,21602483,26s proteasome regulatory subunit,CGB_D4530C,RPN5,,,21602483,26s proteasome regulatory subunit,CNBG_0654,RPN5,,,21602483,26s proteasome regulatory subunit,26s proteasome regulatory subunit,26s proteasome regulatory subunit,yes,,,26S proteasome regulatory subunit N5,26S proteasome non-ATPase regulatory subunit 12,YDL147W,RPN5,3.0000000000000002083e-53,37.42,497
CNAG_07409,RPO41alpha,,,12455690,"DNA-directed mRNA polymerase, mitochondrial",CND05820,RPO41alpha,,,12455690,"DNA-directed mRNA polymerase, mitochondrial",CNBD0570,RPO41alpha,,,12455690,"DNA-directed mRNA polymerase, mitochondrial",CGB_I1030W,RPO41alpha,,,12455690,"DNA-directed mRNA polymerase, mitochondrial",CNBG_5869,RPO41alpha,,,12455690,"DNA-directed mRNA polymerase, mitochondrial","DNA-directed mRNA polymerase, mitochondrial","DNA-directed mRNA polymerase, mitochondrial",yes,,,"DNA-directed RNA polymerase, mitochondrial","DNA-directed RNA polymerase, mitochondrial",YFL036W,RPO41,9.9999999999999997048e-148,39.38,1008
CNAG_00940,RRP44,,,23966870,exosome complex exonuclease,CND00800,RRP44,,,23966870,exosome complex exonuclease,CNBD5470,RRP44,,,23966870,exosome complex exonuclease,CGB_J1480W,RRP44,,,23966870,exosome complex exonuclease,CNBG_6025,RRP44,,,23966870,exosome complex exonuclease,exosome complex exonuclease,exosome complex exonuclease,yes,new,,,,,,,,
CNAG_02773,RRP6,,,23966870,exosome complex exonuclease,CNC03940,RRP6,,,23966870,exosome complex exonuclease,CNBC3240,RRP6,,,23966870,exosome complex exonuclease,CGB_C6050C,RRP6,,,23966870,exosome complex exonuclease,CNBG_3431,RRP6,,,23966870,exosome complex exonuclease,exosome complex exonuclease,exosome complex exonuclease,yes,new,,,,,,,,
CNAG_02134,RSC8,,,19542307,rsc chromatin remodeling complex subunit,CNE04020,RSC8,,,19542307,rsc chromatin remodeling complex subunit,CNBE4010,RSC8,,,19542307,rsc chromatin remodeling complex subunit,CGB_E5300C,RSC8,,,19542307,rsc chromatin remodeling complex subunit,CNBG_5283,RSC8,,,19542307,rsc chromatin remodeling complex subunit,rsc chromatin remodeling complex subunit,rsc chromatin remodeling complex subunit,yes,,,hypothetical protein,SWI/SNF complex subunit SWI3,YFR037C,RSC8,9.4999999999999993752e-67,47.95,317
CNAG_05355,RSP5,,,19749173,e3 ubiquitin-protein ligase,CNH00220,RSP5,,,19749173,e3 ubiquitin-protein ligase,CNBL0210,RSP5,,,19749173,e3 ubiquitin-protein ligase,CGB_H0270C,RSP5,,,19749173,e3 ubiquitin-protein ligase,CNBG_2503,RSP5,,,19749173,e3 ubiquitin-protein ligase,e3 ubiquitin-protein ligase,e3 ubiquitin-protein ligase,yes,,,E3 ubiquitin-protein ligase NEDD4,E3 ubiquitin-protein ligase Su(dx),YER125W,RSP5,2.5000000000000001097e-210,61.43,827
CNAG_06648,RTF1,,,18854164,mRNA polymerase-associated protein,CNF03680,RTF1,,,18854164,mRNA polymerase-associated protein,CNBF1140,RTF1,,,18854164,mRNA polymerase-associated protein,CGB_F1540W,RTF1,,,18854164,mRNA polymerase-associated protein,CNBG_1917,RTF1,,,18854164,mRNA polymerase-associated protein,mRNA polymerase-associated protein,mRNA polymerase-associated protein,yes,,,RNA polymerase-associated protein RTF1,RNA polymerase-associated protein RTF1,YGL244W,RTF1,7.4999999999999995967e-14,25.23,555
CNAG_02827,RUB1,,,18854164,ubiquitin-like protein,CNC04440,RUB1,,,18854164,ubiquitin-like protein,CNBC2730,RUB1,,,18854164,ubiquitin-like protein,CGB_C6550C,RUB1,,,18854164,ubiquitin-like protein,CNBG_3480,RUB1,,,18854164,ubiquitin-like protein,ubiquitin-like protein,ubiquitin-like protein,yes,,,ubiquitin-like protein Nedd8,Polyubiquitin,YDR139C,RUB1,1.0000000000000000777e-15,53.95,76
CNAG_07411,RUM1alpha,,,12455690,phd transcription factor,CND05870,RUM1alpha,,,12455690,phd transcription factor,CNBD0520,RUM1alpha,,,12455690,phd transcription factor,CGB_I0590W,RUM1alpha,,,12455690,phd transcription factor,CNBG_5877,RUM1alpha,,,12455690,phd transcription factor,phd transcription factor,phd transcription factor,yes,,,histone demethylase JARID1,Lysine-specific demethylase 5C,YJR119C,JHD2,8.6999999999999998623e-54,31.05,760
CNAG_04738,SAC6,,,22562467,fimbrin,CNJ01680,SAC6,,,22562467,fimbrin,CNBJ1780,SAC6,,,22562467,fimbrin,CGB_I2330C,SAC6,,,22562467,fimbrin,CNBG_6004,SAC6,,,22562467,fimbrin,fimbrin,fimbrin,yes,,,fimbrin,Alpha-actinin-like protein 1,YDR129C,SAC6,9.9999999999999998864e-160,62.64,645
CNAG_00886,SAH1,,,19542307,adenosylhomocysteinase,CND00240,SAH1,,,19542307,adenosylhomocysteinase,CNBD5970,SAH1,,,19542307,adenosylhomocysteinase,CGB_J2320C,SAH1,,,19542307,adenosylhomocysteinase,CNBG_6075,SAH1,,,19542307,adenosylhomocysteinase,adenosylhomocysteinase,adenosylhomocysteinase,yes,,,adenosylhomocysteinase,Adenosylhomocysteinase,YER043C,SAH1,3.1999999999999999333e-148,76.52,443
CNAG_03853,SAR1,,,19749173,small copII coat GTPase,CNB03430,SAR1,,,19749173,small copII coat GTPase,CNBB2270,SAR1,,,19749173,small copII coat GTPase,CGB_A2710W,SAR1,,,19749173,small copII coat GTPase,CNBG_1571,SAR1,,,19749173,small copII coat GTPase,small copII coat GTPase,small copII coat GTPase,yes,,,small COPII coat GTPase,ADP-ribosylation factor 1,YPL218W,SAR1,1.4000000000000000553e-61,75.4,187
CNAG_06322,SAS3,,,18854164,histone acetyltransferase,CNN00500,SAS3,,,18854164,histone acetyltransferase,CNBN0490,SAS3,,,18854164,histone acetyltransferase,CGB_N0420W,SAS3,,,18854164,histone acetyltransferase,CNBG_5131,SAS3,,,18854164,histone acetyltransferase,histone acetyltransferase,histone acetyltransferase,yes,,,hypothetical protein,Histone acetyltransferase ESA1,YBL052C,SAS3,1.7999999999999998994e-22,30.77,234
CNAG_02817,SAV1,,,17021252,rab family GTPase,CNC04340,SAV1,,,17021252,rab family GTPase,CNBC2840,SAV1,,,17021252,rab family GTPase,CGB_C6450W,SAV1,,,17021252,rab family GTPase,CNBG_3471,SAV1,,,17021252,rab family GTPase,rab family GTPase,rab family GTPase,yes,,,GTP-binding protein ypt2,Ras-related protein Rab-10,YFL038C,YPT1,1.5000000000000000114e-52,55.39,204
CNAG_06351,SBH1,,,22412978,ER-protein sec61-beta ortholog,CNN00800,SBH1,,,22412978,ER-protein sec61-beta ortholog,CNBN0790,SBH1,,,22412978,ER-protein sec61-beta ortholog,CGB_N1200W,SBH1,,,22412978,ER-protein sec61-beta ortholog,CNBG_5104,SBH1,,,22412978,ER-protein sec61-beta ortholog,ER-protein sec61-beta ortholog,ER-protein sec61-beta ortholog,yes,,,protein transporter SEC61 subunit beta,Protein transport protein sec61 subunit beta,YER087C-B,SBH1,.00000077000000000000003927,34.48,87
CNAG_06301,SCH9,,,19542307,agc family protein kinase,CNN00360,SCH9,,,19542307,agc family protein kinase,CNBN0340,SCH9,,,19542307,agc family protein kinase,CGB_N0290C,SCH9,,,19542307,agc family protein kinase,CNBG_5142,SCH9,,,19542307,agc family protein kinase,agc family protein kinase,agc family protein kinase,yes,,,AGC/Akt protein kinase,Protein kinase C-like 1B,YHR205W,SCH9,1.4999999999999999983e-102,38.31,838
CNAG_01580,SCP1,,,17319742,sterol regulatory element-binding protein cleavage-activating protein,CNC00950,SCP1,,,17319742,sterol regulatory element-binding protein cleavage-activating protein,CNBC6310,SCP1,,,17319742,sterol regulatory element-binding protein cleavage-activating protein,CGB_C1470W,SCP1,,,17319742,sterol regulatory element-binding protein cleavage-activating protein,CNBG_3857,SCP1,,,17319742,sterol regulatory element-binding protein cleavage-activating protein,sterol regulatory element-binding protein cleavage-activating protein,sterol regulatory element-binding protein cleavage-activating protein,yes,,,hypothetical protein,Sterol regulatory element-binding protein cleavage-activating protein,,,,,
CNAG_03153,SEC14-1,,,21453402,phosphatidylinositol/phosphatidylcholine transfer protein,CNG04130,SEC14-1,,,21453402,phosphatidylinositol/phosphatidylcholine transfer protein,CNBG0570,SEC14-1,,,21453402,phosphatidylinositol/phosphatidylcholine transfer protein,CGB_G0610W,SEC14-1,,,21453402,phosphatidylinositol/phosphatidylcholine transfer protein,CNBG_2431,SEC14-1,,,21453402,phosphatidylinositol/phosphatidylcholine transfer protein,phosphatidylinositol/phosphatidylcholine transfer protein,phosphatidylinositol/phosphatidylcholine transfer protein,yes,,,sec14 cytosolic factor,SEC14 cytosolic factor,YMR079W,SEC14,1.000000000000000056e-32,50,200
CNAG_00036,SEC14-2,,,21453402,phosphatidylinositol/phosphatidylcholine transfer protein,CNA00270,SEC14-2,,,21453402,phosphatidylinositol/phosphatidylcholine transfer protein,CNBA0270,SEC14-2,,,21453402,phosphatidylinositol/phosphatidylcholine transfer protein,CGB_B0281C,SEC14-2,,,21453402,phosphatidylinositol/phosphatidylcholine transfer protein,CNBG_0516,SEC14-2,,,21453402,phosphatidylinositol/phosphatidylcholine transfer protein,phosphatidylinositol/phosphatidylcholine transfer protein,phosphatidylinositol/phosphatidylcholine transfer protein,yes,,,Sec14 cytosolic factor,SEC14-like protein 3,YMR079W,SEC14,5.8999999999999999218e-46,48.57,280
CNAG_04684,SEC23,,,19749173,putative GTPase-activating protein,CNJ01150,SEC23,,,19749173,putative GTPase-activating protein,CNBJ2310,SEC23,,,19749173,putative GTPase-activating protein,CGB_D8400W,SEC23,,,19749173,putative GTPase-activating protein,CNBG_0973,SEC23,,,19749173,putative GTPase-activating protein,putative GTPase-activating protein,putative GTPase-activating protein,yes,,,protein transporter SEC23,Protein transport protein SEC23 Protein transport protein SEC23,YPR181C,SEC23,2.9999999999999999133e-169,52.9,777
CNAG_06773,SEC24,,,19749173,copii vesicle coat protein,CNB00260,SEC24,,,19749173,copii vesicle coat protein,CNBB5410,SEC24,,,19749173,copii vesicle coat protein,CGB_B9450W,SEC24,,,19749173,copii vesicle coat protein,CNBG_6197,SEC24,,,19749173,copii vesicle coat protein,copii vesicle coat protein,copii vesicle coat protein,yes,,,protein transporter SEC24,Protein transport protein SEC24,YIL109C,SEC24,6.3000000000000002868e-133,40.73,933
CNAG_01911,SEC6,,,19210702,exocyst complex component,CNK02540,SEC6,,,19210702,exocyst complex component,CNBK1010,SEC6,,,19210702,exocyst complex component,CGB_K1300C,SEC6,,,19210702,exocyst complex component,CNBG_3032,SEC6,,,19210702,exocyst complex component,exocyst complex component,exocyst complex component,yes,,,hypothetical protein,Exocyst complex component 3,YIL068C,SEC6,5.8999999999999999528e-36,23.73,805
CNAG_01243,SET101,,,18854164,histone-lysine N-methyltransferase,CND03610,SET101,,,18854164,histone-lysine N-methyltransferase,CNBD2720,SET101,,,18854164,histone-lysine N-methyltransferase,CGB_D6310C,SET101,,,18854164,histone-lysine N-methyltransferase,CNBG_0809,SET101,,,18854164,histone-lysine N-methyltransferase,histone-lysine N-methyltransferase,histone-lysine N-methyltransferase,yes,,,"histone-lysine N-methyltransferase, H3 lysine-4 specific","Histone-lysine N-methyltransferase, H3 lysine-4 specific",YHR119W,SET1,9.4000000000000006488e-27,31.7,470
CNAG_03188,SET202,,,18854164,histone-lysine N-methyltransferase,CNG03810,SET202,,,18854164,histone-lysine N-methyltransferase,CNBG0940,SET202,,,18854164,histone-lysine N-methyltransferase,CGB_G1260C,SET202,,,18854164,histone-lysine N-methyltransferase,CNBG_2397,SET202,,,18854164,histone-lysine N-methyltransferase,histone-lysine N-methyltransferase,histone-lysine N-methyltransferase,yes,,,"histone-lysine N-methyltransferase, H3 lysine-36 specific","Histone-lysine N-methyltransferase, H3 lysine-36 specific",YJL168C,SET2,3.5000000000000000304e-63,32.61,742
CNAG_06591,SET302,,,18854164,histone deacetylase complex protein,CNF04280,SET302,,,18854164,histone deacetylase complex protein,CNBF0590,SET302,,,18854164,histone deacetylase complex protein,CGB_F0540W,SET302,,,18854164,histone deacetylase complex protein,CNBG_1970,SET302,,,18854164,histone deacetylase complex protein,histone deacetylase complex protein,histone deacetylase complex protein,yes,,,hypothetical protein,PHD finger protein 20-like protein 1,YKR029C,SET3,6.0999999999999995676e-22,27.39,449
CNAG_05124,SEY1,,,22412978,dynamin-like GTPase,CNL04960,SEY1,,,22412978,dynamin-like GTPase,CNBI1870,SEY1,,,22412978,dynamin-like GTPase,CGB_D2110W,SEY1,,,22412978,dynamin-like GTPase,CNBG_4566,SEY1,,,22412978,dynamin-like GTPase,dynamin-like GTPase,dynamin-like GTPase,yes,,,protein SEY1,Protein ROOT HAIR DEFECTIVE 3 homolog 1,YOR165W,SEY1,2.799999999999999891e-101,37.8,762
CNAG_06093,SFB2,,,19749173,copII vesicle coat protein,CNM01000,SFB2,,,19749173,copII vesicle coat protein,CNBM0870,SFB2,,,19749173,copII vesicle coat protein,CGB_M1210C,SFB2,,,19749173,copII vesicle coat protein,CNBG_4804,SFB2,,,19749173,copII vesicle coat protein,copII vesicle coat protein,copII vesicle coat protein,yes,,,protein transporter SEC24,Protein transport protein sec24,YHR098C,SFB3,4.6000000000000003911e-50,25.26,966
CNAG_02104,SFH5,,,21453402,phosphatidylinositol transfer protein,CNE04320,SFH5,,,21453402,phosphatidylinositol transfer protein,CNBE4320,SFH5,,,21453402,phosphatidylinositol transfer protein,CGB_E5610C,SFH5,,,21453402,phosphatidylinositol transfer protein,CNBG_5252,SFH5,,,21453402,phosphatidylinositol transfer protein,phosphatidylinositol transfer protein,phosphatidylinositol transfer protein,yes,,,phosphatidylinositol transfer protein SFH5,Phosphatidylinositol transfer protein SFH5,YJL145W,SFH5,1.400000000000000021e-21,30.04,273
CNAG_06392,SGF29,,,20581290,putative saga histone acetyltransferase complex component,CNN01180,SGF29,,,20581290,putative saga histone acetyltransferase complex component,CNBN1170,SGF29,,,20581290,putative saga histone acetyltransferase complex component,CGB_N1590C,SGF29,,,20581290,putative saga histone acetyltransferase complex component,CNBG_5065,SGF29,,,20581290,putative saga histone acetyltransferase complex component,putative saga histone acetyltransferase complex component,putative saga histone acetyltransferase complex component,yes,,,SAGA-associated factor 29,SAGA-associated factor 29 homolog,,,,,
CNAG_04693,SIN1,,,22339665,target of rapamycin complex 2 subunit,CNJ01240,SIN1,,,22339665,target of rapamycin complex 2 subunit,CNBJ2220,SIN1,,,22339665,target of rapamycin complex 2 subunit,CGB_D8310W,SIN1,,,22339665,target of rapamycin complex 2 subunit,CNBG_0964,SIN1,,,22339665,target of rapamycin complex 2 subunit,target of rapamycin complex 2 subunit,target of rapamycin complex 2 subunit,yes,,,hypothetical protein,Target of rapamycin complex 2 subunit MAPKAP1,YOL078W,AVO1,3.4999999999999998044e-10,25.3,498
CNAG_00828,SIP401,,,18854164,Zn2-Cys6 zinc-finger transcription factor,CNA08070,SIP401,,,18854164,Zn2-Cys6 zinc-finger transcription factor,CNBA7890,SIP401,,,18854164,Zn2-Cys6 zinc-finger transcription factor,CGB_A9440C,SIP401,,,18854164,Zn2-Cys6 zinc-finger transcription factor,CNBG_1110,SIP401,,,18854164,Zn2-Cys6 zinc-finger transcription factor,Zn2-Cys6 zinc-finger transcription factor,Zn2-Cys6 zinc-finger transcription factor,yes,,,pathway-specific nitrogen regulator,Uncharacterized transcriptional regulatory protein C757.04,YHR178W,STB5,.0000023000000000000000018,20.66,610
CNAG_02555,SIP402,,,18854164,Zn2-Cys6 zinc-finger transcription factor,CNE00110,SIP402,,,18854164,Zn2-Cys6 zinc-finger transcription factor,CNBE0020,SIP402,,,18854164,Zn2-Cys6 zinc-finger transcription factor,CGB_L0030C,SIP402,,,18854164,Zn2-Cys6 zinc-finger transcription factor,CNBG_4487,SIP402,,,18854164,Zn2-Cys6 zinc-finger transcription factor,Zn2-Cys6 zinc-finger transcription factor,Zn2-Cys6 zinc-finger transcription factor,yes,,,hypothetical protein,Uncharacterized transcriptional regulatory protein C530.05,,,,,
CNAG_00815,SIT1,,,15720553,siderophore iron transporter,CNA07920,SIT1,,,15720553,siderophore iron transporter,CNBA7750,SIT1,,,15720553,siderophore iron transporter,CGB_A9320W,SIT1,,,15720553,siderophore iron transporter,CNBG_1121,SIT1,,,15720553,siderophore iron transporter,siderophore iron transporter,siderophore iron transporter,yes,updated,,"MFS transporter, SIT family, siderophore-iron:H+ symporter",Siderophore iron transporter 1,YEL065W,SIT1,5.899999999999999981e-93,42.36,576
CNAG_02083,SIT2,SIT1,20174553,19820119,siderochrome-iron transporter,CNE04530,SIT2,,,19820119,siderochrome-iron transporter,CNBE4530,SIT2,,,19820119,siderochrome-iron transporter,CGB_E6100C,SIT2,,,19820119,siderochrome-iron transporter,CNBG_5232,SIT2,,,19820119,siderochrome-iron transporter,siderochrome-iron transporter,siderochrome-iron transporter,yes,,,siderochrome-iron transporter,Siderophore iron transporter 2,YHL040C,ARN1,1.8999999999999999009e-25,24.75,602
CNAG_00897,SKN1,,,20384682,putative glucosidase,CND00380,SKN1,,,20384682,putative glucosidase,CNBD5860,SKN1,,,20384682,putative glucosidase,CGB_J2210C,SKN1,,,20384682,putative glucosidase,CNBG_6064,SKN1,,,20384682,putative glucosidase,putative glucosidase,putative glucosidase,yes,,,glucosidase,Beta-glucan synthesis-associated protein KRE6,YPR159W,KRE6,7.9000000000000002979e-92,40.9,621
CNAG_03409,SKN7,SKN702,18854164,16041017,response regulator and transcription factor,CNG01750,SKN7,,,16696662,response regulator and transcription factor,CNBG3030,SKN7,,,16041017,response regulator and transcription factor,CGB_G4330C,SKN7,,,16041017,response regulator and transcription factor,CNBG_2199,SKN7,,,16041017,response regulator and transcription factor,response regulator and transcription factor,response regulator and transcription factor,yes,updated,,"osomolarity two-component system, response regulator SKN7",Heat stress transcription factor A-7a,YHR206W,SKN7,4.3999999999999996985e-18,25,708
CNAG_02237,SLA2,,,22562467,actin cortical patch component,CNE03040,SLA2,,,22562467,actin cortical patch component,CNBE3030,SLA2,,,22562467,actin cortical patch component,CGB_E4030C,SLA2,,,22562467,actin cortical patch component,CNBG_5378,SLA2,,,22562467,actin cortical patch component,actin cortical patch component,actin cortical patch component,yes,,,cytoskeleton assembly control protein,Talin-B,YNL243W,SLA2,6.3999999999999998108e-59,33.61,1095
CNAG_05247,SLC1,,,22412978,1-acyl-sn-glycerol-3-phosphate acyltransferase,CNL03840,SLC1,,,22412978,1-acyl-sn-glycerol-3-phosphate acyltransferase,CNBI2930,SLC1,,,22412978,1-acyl-sn-glycerol-3-phosphate acyltransferase,CGB_J1100C,SLC1,,,22412978,1-acyl-sn-glycerol-3-phosphate acyltransferase,CNBG_5776,SLC1,,,22412978,1-acyl-sn-glycerol-3-phosphate acyltransferase,1-acyl-sn-glycerol-3-phosphate acyltransferase,1-acyl-sn-glycerol-3-phosphate acyltransferase,yes,,,lysophosphatidate acyltransferase,Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase,YDL052C,SLC1,1.1999999999999999559e-40,37.5,304
CNAG_01863,SNF2,,,19542307,chromatin remodeling complex ATPase,CNK02030,SNF2,,,19542307,chromatin remodeling complex ATPase,CNBK1510,SNF2,,,19542307,chromatin remodeling complex ATPase,CGB_K1770C,SNF2,,,19542307,chromatin remodeling complex ATPase,CNBG_3077,SNF2,,,19542307,chromatin remodeling complex ATPase,chromatin remodeling complex ATPase,chromatin remodeling complex ATPase,yes,,,ATP-dependent helicase STH1/SNF2,Catalytic subunit of the SWI/SNF chromatin remodeling complex involved in transcriptional regulation,YIL126W,STH1,2.4999999999999998579e-158,41.08,1412
CNAG_00740,SNF5,,,16102007,swi/snf chromatin-remodeling complex subunit,CNA07190,SNF5,,,16102007,swi/snf chromatin-remodeling complex subunit,CNBA6990,SNF5,,,16102007,swi/snf chromatin-remodeling complex subunit,CGB_A8280C,SNF5,,,16102007,swi/snf chromatin-remodeling complex subunit,CNBG_1192,SNF5,,,16102007,swi/snf chromatin-remodeling complex subunit,swi/snf chromatin-remodeling complex subunit,swi/snf chromatin-remodeling complex subunit,yes,,,hypothetical protein,SWI/SNF chromatin-remodeling complex subunit snf5,YBR289W,SNF5,1.4999999999999999193e-13,25.13,1150
CNAG_00051,SNT1,,,18854164,putative set3c deacetylase complex subunit,CNA00400,SNT1,,,18854164,putative set3c deacetylase complex subunit,CNBA0400,SNT1,,,18854164,putative set3c deacetylase complex subunit,CGB_B0430C,SNT1,,,18854164,putative set3c deacetylase complex subunit,CNBG_0503,SNT1,,,18854164,putative set3c deacetylase complex subunit,putative set3c deacetylase complex subunit,putative set3c deacetylase complex subunit,yes,,,hypothetical protein,Nuclear receptor corepressor 1,YCR033W,SNT1,.00001399999999999999979,21.34,1251
CNAG_01019,SOD1,,,12622821,copper/zinc superoxide dismutase,CND01490,SOD1,,,12622821,copper/zinc superoxide dismutase,CNBD4830,SOD1,,,12622821,copper/zinc superoxide dismutase,CGB_D3700C,SOD1,,,12622821,copper/zinc superoxide dismutase,CNBG_0599,SOD1,,,12622821,copper/zinc superoxide dismutase,copper/zinc superoxide dismutase,copper/zinc superoxide dismutase,yes,,,superoxide dismutase [Cu-Zn],Copper chaperone for superoxide dismutase,YJR104C,SOD1,1.1000000000000000447e-46,60.78,153
CNAG_04388,SOD2,,,19542307,putative mitochondrial manganese superoxide dismutase,CNI01590,SOD2,,,19542307,putative mitochondrial manganese superoxide dismutase,CNBH1510,SOD2,,,19542307,putative mitochondrial manganese superoxide dismutase,CGB_H2330C,SOD2,,,19542307,putative mitochondrial manganese superoxide dismutase,CNBG_2661,SOD2,,,19542307,putative mitochondrial manganese superoxide dismutase,putative mitochondrial manganese superoxide dismutase,putative mitochondrial manganese superoxide dismutase,yes,,,Fe-Mn family superoxide dismutase,Superoxide dismutase [Mn],YHR008C,SOD2,2.7999999999999999978e-38,43.48,230
CNAG_03918,SOG2,,,16775005,ram signaling network protein,CNB04070,SOG2,,,16775005,ram signaling network protein,CNBB1670,SOG2,,,16775005,ram signaling network protein,CGB_A2060W,SOG2,,,16775005,ram signaling network protein,CNBG_5549,SOG2,,,16775005,ram signaling network protein,ram signaling network protein,ram signaling network protein,yes,,,hypothetical protein,Leucine-rich repeat-containing protein 57,YOR353C,SOG2,.0000000027000000000000001888,32.53,166
CNAG_02133,SOL3,,,19542307,6-phosphogluconolactonase,CNE04030,SOL3,,,19542307,6-phosphogluconolactonase,CNBE4020,SOL3,,,19542307,6-phosphogluconolactonase,CGB_E5310W,SOL3,,,19542307,6-phosphogluconolactonase,CNBG_5282,SOL3,,,19542307,6-phosphogluconolactonase,6-phosphogluconolactonase,6-phosphogluconolactonase,yes,,,6-phosphogluconolactonase,Probable 6-phosphogluconolactonase,YHR163W,SOL3,5.8000000000000000509e-33,40.6,266
CNAG_00156,SP1,CRZ1,23251520,21487010,zinc finger transcription factor,CNA01450,SP1,CRZ1,23251520,21487010,zinc finger transcription factor,CNBA1400,SP1,CRZ1,23251520,21487010,zinc finger transcription factor,CGB_B1670C,SP1,CRZ1,23251520,21487010,zinc finger transcription factor,CNBG_0402,SP1,CRZ1,23251520,21487010,zinc finger transcription factor,zinc finger transcription factor,zinc finger transcription factor,yes,updated,,hypothetical protein,Zinc finger protein 143,YNL027W,CRZ1,4.7999999999999998997e-15,52.17,115
CNAG_06812,SPO14alpha,,,12455690,phospholipase D1,CND05920,SPO14alpha,,,12455690,phospholipase D1,CNBD0470,SPO14alpha,,,12455690,phospholipase D1,CGB_I0620C,SPO14alpha,,,12455690,phospholipase D1,CNBG_5874,SPO14alpha,,,12455690,phospholipase D1,phospholipase D1,phospholipase D1,yes,,,phospholipase D,Phospholipase D1,YKR031C,SPO14,4.4000000000000002228e-114,31.6,1326
CNAG_03406,SPP101,,,18854164,putative compass/set1c complex subunit,CNG01770,SPP101,,,18854164,putative compass/set1c complex subunit,CNBG3010,SPP101,,,18854164,putative compass/set1c complex subunit,CGB_G4310W,SPP101,,,18854164,putative compass/set1c complex subunit,CNBG_2201,SPP101,,,18854164,putative compass/set1c complex subunit,putative compass/set1c complex subunit,putative compass/set1c complex subunit,yes,,,compass component spp1,Lysine-specific demethylase 7,YPL138C,SPP1,2.0000000000000000729e-10,25.22,337
CNAG_05766,SPR1,,,18854164,glycosyl hydrolase,CNF02120,SPR1,,,18854164,glycosyl hydrolase,CNBF2590,SPR1,,,18854164,glycosyl hydrolase,CGB_F3670W,SPR1,,,18854164,glycosyl hydrolase,CNBG_1778,SPR1,,,18854164,glycosyl hydrolase,glycosyl hydrolase,glycosyl hydrolase,yes,,,endoglucanase C,"Probable glucan 1,3-beta-glucosidase A",,,,,
